ID,Matemática,Linguagens,Ciências da Natureza,Ciências Humanas,Redação
176,0101000010,1100010011,1011010010,1101011101,1110000110
177,1101010100,1011101011,1101110000,1101011101,1101110011
178,0111000110,1011111110,1000000111,1001011001,1011111011
179,0001110001,0011011000,0001111000,0001111000,0010001110
180,0101000010,1100010011,0111001011,1011100101,1010000010
181,1010101010,0100111011,1101001010,0111110100,1001011001
182,0011010001,0001100010,0000111100,0000111100,0010110100
183,1010101010,1101100001,1011111000,1000110000,1001011001
184,1001011110,1011101011,1000000111,1100100001,1001101111
185,0101101001,1101110011,1011100101,1110000110,1100001110
186,1110001101,1000100111,1011100101,0100101100,1011100111
187,1011010000,1000100111,1011010010,0011110000,1000001010
188,1100110000,1101110011,1101011101,1101011101,1111011000
189,1100110000,1100111001,1011100101,0110001111,1001000110
190,1110001101,1011101011,1101001010,1100110100,1101100000
191,1011010000,0101110110,1101001010,0110111000,0101111110
192,1001001100,0110110001,1010101001,0110111000,0011001010
193,1011010000,0101100001,1100110100,0111100001,1001101111
194,1011110111,1011111110,1010000000,0110111000,1100110111
195,1010101010,1000010010,1100100001,1001101101,0111001110
196,1101101000,1011111110,1110101101,1101001010,1111000010
197,1100011011,1101100001,1100100001,1101110000,1100110111
198,1100110000,1110011100,1100001110,1111010110,1101001010
199,1010111110,0110001001,1010101001,0101101001,1010010101
200,0111011011,1100010011,0111110100,1011100101,1101100000
201,1010111110,1010011101,1011111000,0100010111,1000001010
202,1011100010,1000100111,1101110000,1011111000,1001101111
203,1011010000,0101100001,1010111100,0111001011,1010000010
204,1101111011,1101110011,1100110100,1110101101,1101110011
205,1010010111,1000111010,1010111100,1000110000,0110111010
206,1011110111,0100111011,1010010101,0110001111,0110111010
207,1011110111,0110001001,1010010101,1001101101,1000001010
208,1000010011,1001110101,1001101101,1100100001,1011111011
209,0011010001,0010001011,0001001111,0000010011,0001100101
210,1011010000,1011111110,1010101001,0011011011,0101101001
211,1010111110,0111010111,1011100101,1000000111,1001000110
212,1100001001,0111101100,1011010010,1010010101,1001101111
213,1100001001,0100010011,1001000100,0011000111,0100101100
214,1101010100,1101100001,1101110000,1110000110,1101100000
215,1011010000,1001100010,1000110000,0110111000,0101111110
216,0111011011,1010110000,1010101001,1100110100,1100001110
217,1100011011,1100111001,1011111000,1100100001,1101001010
218,0101010101,1001100010,0101111100,1100100001,1010111110
219,0111111111,1101001110,0110111000,1011100101,1010000010
220,0010000110,0010110000,0001100010,0011000111,0100000110
221,1100001001,1110001001,1101001010,1110011001,1101001010
222,1100001001,1110011100,1110000110,1101011101,1110011100
223,1011100010,1000100111,1010010101,1000110000,0110111010
224,1100011011,0110011100,1011010010,1001011001,0111110111
225,0111111111,1100010011,0100010111,1100100001,1011100111
226,1110110011,1101100001,1101011101,1101110000,1110000110
227,1001011110,1000100111,1100001110,0111100001,0110111010
228,0101101001,1011000011,1000000111,1011111000,1010101011
229,1011100010,1011011000,1010010101,1001000100,1000011101
230,1011100010,1000111010,1100110100,1001000100,1000001010
231,1100001001,1000010010,1011100101,1000000111,0110111010
232,0011100011,0011011000,0011011011,0011011011,0001111000
233,0001011111,0010110000,0011000111,0011000111,0011001010
234,1010010111,0011101011,1010010101,1000000111,0110111010
235,1100011011,1000100111,1011010010,0111001011,0110111010
236,1101101000,0110110001,1010101001,0110001111,0100011001
237,0110100010,1100111001,1000000111,1101001010,1011010010
238,0111011011,1010011101,1000011101,1011010010,1011100111
239,1001001100,1010011101,1001011001,1100001110,1101110011
240,0111011011,1011101011,1000110000,1100100001,1100001110
241,1010101010,1010001000,1001011001,1000011101,0110100101
242,1100011011,1101110011,1101001010,1100100001,1101001010
243,0111000110,1011011000,0111110100,1010010101,1100110111
244,1011100010,0111101100,1010000000,1000000111,1000001010
245,0010011000,0001110101,0000111100,0010011110,0011001010
246,1100011011,1100010011,1101011101,1110000110,1101110011
247,1100001001,0111010111,1010101001,0111001011,1000110011
248,1011010000,1000010010,1100110100,1001101101,0110111010
249,1011010000,0110011100,1101011101,0111100001,1000110011
250,1010010111,1011101011,1011111000,0101101001,0110100101
251,1100001001,1000111010,1011111000,1010010101,1000110011
252,0111101101,1101110011,0111110100,1011010010,1011010010
253,1000100110,1011000011,1000000111,1011100101,1010010101
254,0101111011,1011101011,1000110000,1010010101,1100100011
255,1100011011,1101110011,1100001110,1101110000,1111111111
256,1010010111,0111010111,1011010010,0111100001,0101111110
257,1011100010,0100111011,1010101001,0110001111,1010010101
258,0110001101,1011101011,0110001111,1101001010,1011010010
259,0010111110,0010011101,0010110100,0001111000,0010110100
260,1010101010,0100100110,1011010010,0111100001,1000011101
261,0101000010,1011000011,1001011001,1100100001,1101110011
262,1111000110,1100100110,1011100101,1100100001,1101100000
263,0110100010,1010011101,0111110100,1101001010,1100100011
264,0110100010,1010110000,1010111100,1011100101,1011100111
265,1101000010,1110001001,1100001110,1101001010,1101100000
266,1100011011,1101110011,1101001010,1110101101,1101110011
267,0111101101,1011011000,1001011001,1010101001,1011100111
268,1100011011,1000010010,1011010010,0110111000,1000001010
269,0010000110,0001100010,0010011110,0000111100,0010001110
270,0110110100,1011011000,0110001111,1011100101,1011111011
271,0101000010,1101001110,1000000111,1101011101,1101001010
272,0111111111,1011111110,0110111000,1001000100,1001000110
273,1010101010,1011101011,0110001111,1100001110,1100100011
274,0010011000,0000111010,0010001011,0001100010,0010110100
275,1011010000,0111010111,1100100001,1000011101,1000110011
276,1101111011,1100111001,1101011101,1110000110,1110011100
277,0000100110,0010110000,0001001111,0011000111,0101010101
278,1010000101,1011000011,1011100101,1001011001,0111100001
279,1000111000,1110011100,0110100101,1011111000,1100001110
280,0010000110,0001010000,0100000011,0001001111,0000111100
281,0010101010,0010110000,0011000111,0010011110,0011011101
282,1100011011,1001001101,1011100101,0111100001,1001000110
283,1010111110,1000111010,1100100001,0111001011,1100100011
284,1001001100,1011000011,0101101001,1010101001,1010010101
285,1101000010,1100010011,1100001110,1101011101,1101100000
286,1010010111,0111000100,1010111100,1010010101,1000110011
287,1010000101,1000100111,1110000110,1010000000,0110010001
288,1110001101,1000111010,1101110000,1010000000,1010101011
289,1010101010,1010011101,1011100101,1100100001,1010000010
290,1000111000,1011000011,1001011001,1010000000,1011100111
291,1001011110,1010011101,1000011101,1010101001,1100100011
292,1011100010,0101110110,1010010101,1001000100,1010000010
293,1010101010,1011111110,1001000100,1011010010,1011100111
294,0100001001,1011011000,1001011001,1001011001,1011111011
295,1101010100,1101001110,1101110000,1111101001,1110011100
296,1010000101,1001001101,1011010010,1001011001,0101010101
297,1011110111,0111101100,1001000100,0101101001,1010010101
298,1100110000,1101100001,1100100001,1100110100,1111000010
299,1001001100,1011011000,1011010010,0101000000,1001101111
300,1011010000,0111111111,1011100101,1000011101,0111001110
301,1010000101,1100010011,1011100101,0111110100,0100000110
302,1001001100,0111101100,1100110100,1000110000,1010000010
303,1101111011,1101100001,1110101101,1100110100,1100100011
304,1011110111,0111111111,1010111100,1000110000,1010101011
305,1101111011,1111101001,1100110100,1100001110,1101001010
306,1011110111,1011111110,0101111100,1011111000,1011010010
307,1011110111,1010011101,1010101001,1000110000,0111001110
308,1011110111,1001110101,1010111100,0011110000,1010000010
309,1100001001,1101001110,0111001011,1011111000,1010111110
310,0101101001,1011101011,1010101001,1100100001,1101100000
311,1101111011,1101110011,1101001010,1101011101,1111000010
312,0110110100,1010110000,1000000111,1011111000,1101100000
313,0111011011,1011000011,1000110000,1100001110,1010111110
314,0011010001,0001100010,0010001011,0001111000,0010001110
315,1100001001,0101110110,1100001110,1000011101,0111110111
316,1000010011,1010011101,1000011101,1010111100,1011100111
317,1010111110,0110001001,1011111000,0101010011,1001011001
318,1010101010,1001100010,0101010011,1011010010,1010101011
319,1101101000,0110001001,1001000100,1100001110,0011110000
320,1000010011,1011111110,0100010111,1011100101,1011111011
321,1010010111,0111111111,1010111100,1001000100,1000110011
322,1001001100,1100111001,1000000111,1101001010,1011100111
323,0110110100,1010110000,1001101101,1001000100,1101110011
324,0011100011,0001010000,0001001111,0001100010,0100000110
325,1000010011,1011011000,0111001011,1010111100,1010111110
326,1001110001,0101110110,1011111000,1001011001,0111100001
327,1101101000,1101100001,1101011101,1100110100,1110011100
328,1100110000,1011011000,1101110000,0110001111,0111001110
329,0011110111,1011101011,1000011101,1010101001,1011010010
330,1010111110,1001110101,1100001110,0110001111,0110100101
331,0111011011,1010001000,0101111100,1110000110,1101110011
332,1010111110,1000100111,1101011101,0111110100,0111001110
333,1000100110,1011111110,1010101001,1010101001,1011100111
334,1001001100,0110110001,1001101101,0101101001,1000001010
335,1110001101,1100100110,1101001010,1101011101,1101110011
336,1011010000,1010001000,1100001110,0110001111,1000110011
337,1010101010,0111010111,1011111000,1001101101,0110111010
338,1011010000,1011011000,1000011101,1010111100,1101100000
339,0111101101,1011101011,1000000111,1011100101,1010101011
340,0101111011,1010110000,1000011101,1011111000,1010000010
341,0111111111,1011111110,0110100101,1011010010,1101110011
342,1010101010,1011011000,0110111000,1011111000,1101100000
343,1100011011,0110011100,1010101001,1010000000,1010010101
344,1101101000,1101100001,1101110000,1101110000,1110101111
345,1011100010,0111000100,1001101101,1010111100,0111100001
346,1110110011,1110011100,1110000110,1101011101,1101110011
347,1100110000,1100010011,1101011101,1000000111,0100000110
348,0010000110,0100010011,0010001011,0001001111,0010110100
349,1100011011,1000111010,1001101101,1010010101,0110100101
350,0010101010,0010110000,0010001011,0011110000,0011001010
351,1011110111,0100100110,1100001110,1011100101,1001000110
352,0111000110,1011111110,1000000111,1100001110,1100001110
353,1010010111,0110001001,1010000000,0110001111,1101110011
354,1101111011,1101110011,1110000110,1110101101,1101001010
355,1010101010,1001100010,1100110100,0111001011,1000011101
356,0110100010,1101001110,1000000111,1001011001,1011010010
357,1100110000,1010110000,1011100101,1000011101,0111001110
358,0111101101,1011011000,1010111100,1110101101,1010111110
359,1000100110,1011011000,1001000100,1100001110,1001011001
360,0101010101,1010001000,0111100001,1100001110,1101110011
361,1000010011,1010110000,1000011101,1010111100,1100100011
362,1011100010,1001110101,1100100001,1000011101,0110111010
363,0111111111,1100100110,0010110100,1100100001,1011100111
364,1101111011,1100010011,1100100001,1100100001,1110000110
365,1100001001,1101001110,1110000110,1101011101,1101110011
366,1001011110,1011011000,0110100101,1011100101,1011111011
367,1100011011,1101100001,1110000110,1101110000,1110000110
368,1100011011,0111000100,1010000000,0111100001,0111110111
369,0101111011,1011011000,1000011101,1011111000,1010000010
370,1011110111,1000111010,1100110100,0100010111,0110111010
371,0110110100,1010110000,0111001011,1100100001,1101100000
372,1100011011,1101100001,1110000110,1101011101,1101001010
373,1100001001,1001100010,1100110100,0110100101,0111001110
374,1010111110,0110011100,1100001110,1000000111,0110010001
375,0110110100,1100100110,1001000100,1101110000,1010111110
376,1001110001,0100111011,1010111100,1000110000,1001000110
377,1101010100,1101001110,1100100001,1110101101,1110011100
378,1100110000,1000100111,1101011101,1001000100,1010101011
379,1011100010,1000111010,1011100101,0110100101,1100100011
380,1010101010,1001100010,1001101101,1100001110,1100100011
381,0101111011,1011000011,0110100101,1010111100,1010101011
382,1001110001,1100100110,1010101001,1100100001,1110011100
383,1100001001,1101001110,1011111000,1100110100,1101100000
384,1010000101,1000100111,1100001110,0101101001,0111001110
385,1001110001,1010110000,0011000111,1011100101,1100100011
386,1001110001,0101001110,1101110000,1000011101,0111110111
387,0110100010,1011011000,0110111000,1100001110,1110101111
388,1101111011,1101100001,1010111100,1101001010,1110011100
389,1101000010,0111111111,1100110100,0110100101,1001000110
390,0111111111,1011011000,0110111000,1011010010,1011010010
391,1100110000,0101110110,1011010010,1000110000,1001101111
392,1010101010,0101110110,1110000110,0101000000,0111110111
393,0111011011,1001110101,0100000011,1100110100,1010111110
394,1001001100,1010011101,0111100001,1010111100,1100100011
395,1101101000,1101100001,1110000110,1101011101,1100100011
396,1000010011,1101001110,0110100101,1011111000,1110101111
397,1010000101,0110011100,1100100001,1010111100,1001011001
398,0001001101,0010110000,0000100110,0001100010,0011001010
399,1010111110,1000010010,1011111000,1010010101,1010010101
400,1010101010,1001110101,1110011001,0110111000,1001101111
401,0111111111,1011111110,1000110000,1010010101,1010010101
402,0101000010,1011111110,0111001011,1100110100,1011010010
403,0011010001,1010001000,0111110100,1011111000,1010111110
404,1100001001,1100100110,1101110000,1101011101,1110011100
405,1010000101,1011101011,1000000111,1011100101,1011111011
406,1100001001,1101001110,1011010010,1001000100,1010010101
407,1010101010,1011111110,1011010010,1101001010,1100100011
408,0010111110,0010110000,0001111000,0011011011,0010001110
409,1010000101,1010011101,1011100101,1010111100,1001011001
410,1000010011,1000111010,1000011101,1101001010,1100001110
411,0101000010,1100111001,1001101101,1011100101,1100001110
412,1010111110,0110011100,1101001010,0100101100,0111110111
413,0110110100,1011111110,0110100101,1011010010,1011111011
414,1001001100,1100100110,0110100101,1101001010,1011010010
415,0110100010,1011101011,0111100001,1110011001,1101100000
416,1101101000,1001001101,1010000000,0010110100,1100001110
417,0001110001,0001110101,0000100110,0001100010,0010001110
418,1010111110,0111111111,1101001010,0110111000,1000001010
419,0011100011,0011011000,0001001111,0001111000,0001010001
420,0110100010,1011011000,1000011101,1011100101,1100100011
421,1011110111,0111010111,1001101101,0111100001,1001011001
422,1000111000,1100010011,1010000000,1010111100,1100100011
423,1101000010,1000010010,1010111100,1000011101,0110010001
424,1010000101,1010110000,1011100101,0111100001,1010111110
425,1100001001,1000111010,1100100001,1001011001,1010000010
426,1110001101,1000010010,1011100101,0111001011,1000110011
427,1011110111,0101100001,1011010010,1001101101,1000001010
428,0101101001,1100111001,1010010101,1101011101,1010101011
429,0111000110,1011011000,0111001011,1011100101,1101110011
430,1000111000,1100100110,1000000111,1101011101,1011111011
431,0101101001,1001110101,1001000100,1010111100,1101001010
432,1011110111,0110011100,1010101001,0101111100,1000110011
433,1011110111,0111101100,1100110100,1000000111,1000110011
434,1100110000,1101110011,1100110100,1110000110,1101100000
435,0110001101,1011000011,1001000100,1100100001,1100001110
436,1010101010,1010011101,1010101001,1100100001,1011111011
437,0110100010,1011101011,0111001011,1010111100,1011111011
438,1011110111,0111010111,1011100101,0110111000,0111001110
439,1100110000,1101100001,1100110100,1101110000,1110101111
440,0111000110,1110011100,0110100101,1011100101,1110101111
441,1010000101,1011111110,0110001111,1010010101,1010111110
442,0110100010,1010011101,1000110000,1010101001,1101001010
443,1010010111,1000010010,1010111100,1010101001,1010010101
444,1010111110,0110110001,1010010101,0101000000,1000011101
445,0111101101,1100100110,1000011101,1011100101,1010000010
446,1010010111,0101110110,1010010101,0111100001,1001000110
447,1000111000,1000111010,1101110000,0110100101,0111100001
448,0101111011,1010110000,1010010101,1011010010,1011100111
449,1000010011,1011101011,0101111100,1011100101,1100001110
450,1010000101,1101110011,0111100001,1011100101,1100110111
451,1010010111,1010110000,1011100101,1001011001,1001000110
452,1100011011,1000010010,1011100101,1010000000,1010111110
453,1100001001,1101110011,1101110000,1101011101,1110101111
454,1011100010,0110011100,1011100101,0001111000,1000110011
455,1011110111,1100111001,1110011001,1100110100,1101110011
456,1010010111,0111111111,1101011101,1000000111,0110100101
457,1011110111,1011111110,0101111100,1001101101,1100100011
458,1011110111,1010011101,1010111100,0101101001,1001000110
459,1000100110,1010011101,1011100101,1100001110,1011111011
460,0111000110,1010001000,1011010010,1101011101,1100110111
461,1011100010,1001110101,1100110100,1010000000,1011111011
462,1001011110,1001100010,1100100001,1001000100,1001000110
463,0101101001,1011011000,1001000100,1010010101,1010101011
464,0101111011,1101110011,1000110000,1011111000,1011010010
465,1011100010,0110110001,1100100001,0111110100,1000011101
466,1100001001,1010001000,1011111000,1000011101,1010111110
467,1010010111,0101110110,1001011001,0110100101,0110010001
468,1011010000,1110001001,0110100101,1001101101,1000110011
469,1100110000,0100111011,1101011101,1000000111,1001011001
470,1010111110,0111111111,1110011001,1010000000,1000011101
471,1100001001,1110001001,1100110100,1101011101,1110000110
472,1101101000,1101110011,1100100001,1101110000,1100110111
473,1011100010,0111111111,1010010101,1010111100,0111001110
474,1001110001,1100010011,0101010011,1011010010,1110011100
475,1100001001,0101100001,1101001010,0101111100,1011100111
476,1001011110,1000100111,1010000000,1001000100,1001011001
477,1100011011,0101001110,1100110100,1011100101,1011010010
478,1011010000,0111000100,1010101001,1001011001,0111100001
479,0110110100,1011011000,0110100101,1010000000,1011111011
480,0111011011,1011101011,0111001011,1010111100,1010101011
481,0111000110,1000111010,0110001111,1010101001,1011100111
482,1011100010,1001110101,1101011101,1001011001,1001101111
483,0010101010,0001110101,0010011110,0011011011,0000111100
484,0011010001,0011101011,0001100010,0010001011,0011110000
485,0110100010,1011111110,0111100001,1010111100,1101001010
486,1011100010,0111111111,1100001110,1001000100,0101010101
487,1101010100,1010001000,1011010010,0100000011,1000011101
488,1010111110,1010001000,1000110000,0110100101,1001011001
489,1100001001,1011111110,1111010110,1101011101,1110000110
490,1001001100,1010001000,0110111000,1100001110,1011010010
491,1100110000,1100111001,1101011101,1110011001,1101110011
492,1100001001,0101110110,1011111000,0100010111,1000110011
493,1011010000,1100100110,0100010111,1010111100,1011111011
494,1010111110,1001001101,1011100101,1010010101,0111100001
495,1011110111,0110011100,1001000100,0110100101,1010000010
496,1010010111,1000010010,1010111100,1000000111,1101001010
497,1001011110,1100010011,0111001011,1101110000,1011111011
498,1010010111,0110001001,1011111000,1000110000,0110100101
499,1010010111,0111000100,1011111000,1001101101,1001011001
500,1010101010,1101110011,1101110000,1101011101,1101110011
501,0101000010,1101001110,0100101100,1010111100,1101001010
502,1010010111,1011111110,0100000011,1011100101,1101100000
503,1011010000,1000111010,1100001110,1010010101,0111001110
504,1011110111,1011111110,1011111000,0101101001,0111100001
505,1100011011,1010011101,1010101001,1001011001,0101010101
506,1010010111,1000111010,1011111000,1001101101,0111001110
507,0100110000,1101110011,0111001011,1100001110,1001011001
508,0111101101,1011011000,0100000011,1011111000,1010000010
509,1100011011,1101110011,1110011001,1100110100,1101110011
510,1100001001,1100111001,1110011001,1101110000,1101110011
511,0011010001,0011011000,0010110100,0010001011,0010110100
512,0101010101,1011101011,1001000100,1011111000,1100110111
513,1101101000,1101100001,1100001110,1110011001,1111000010
514,1100001001,1100010011,0111100001,1100100001,1101100000
515,1101000010,1101001110,1110000110,1100110100,1111000010
